2019-06-01 15:03:39,834 WARN  [main] config:279 - Weak cipher suite TLS_RSA_WITH_AES_128_CBC_SHA enabled for CustomSslContextFactory@34f5090e[provider=null,keyStore=file:///godata/config/keystore,trustStore=file:///godata/config/truststore]
2019-06-01 15:03:39,836 WARN  [main] config:279 - Weak cipher suite TLS_ECDH_ECDSA_WITH_AES_128_CBC_SHA enabled for CustomSslContextFactory@34f5090e[provider=null,keyStore=file:///godata/config/keystore,trustStore=file:///godata/config/truststore]
2019-06-01 15:03:39,837 WARN  [main] config:279 - Weak cipher suite TLS_ECDH_RSA_WITH_AES_128_CBC_SHA enabled for CustomSslContextFactory@34f5090e[provider=null,keyStore=file:///godata/config/keystore,trustStore=file:///godata/config/truststore]
2019-06-01 15:03:39,838 WARN  [main] config:279 - Weak cipher suite TLS_DHE_RSA_WITH_AES_128_CBC_SHA enabled for CustomSslContextFactory@34f5090e[provider=null,keyStore=file:///godata/config/keystore,trustStore=file:///godata/config/truststore]
2019-06-01 15:03:39,839 WARN  [main] config:279 - Weak cipher suite TLS_DHE_DSS_WITH_AES_128_CBC_SHA enabled for CustomSslContextFactory@34f5090e[provider=null,keyStore=file:///godata/config/keystore,trustStore=file:///godata/config/truststore]
2019-06-01 15:03:39,840 WARN  [main] config:279 - Weak cipher suite TLS_RSA_WITH_AES_256_GCM_SHA384 enabled for CustomSslContextFactory@34f5090e[provider=null,keyStore=file:///godata/config/keystore,trustStore=file:///godata/config/truststore]
2019-06-01 15:03:39,842 WARN  [main] config:279 - Weak cipher suite TLS_RSA_WITH_AES_128_GCM_SHA256 enabled for CustomSslContextFactory@34f5090e[provider=null,keyStore=file:///godata/config/keystore,trustStore=file:///godata/config/truststore]
2019-06-01 15:03:39,872 WARN  [main] AbstractHandler:112 - No Server set for ResourceHandler@3d6f0054{STOPPED}
2019-06-01 15:03:45,679 INFO  [main] H2Database:124 - [db] Using connection configuration jdbc:h2:db/h2db/cruise;DB_CLOSE_DELAY=-1;DB_CLOSE_ON_EXIT=FALSE;MVCC=FALSE;CACHE_SIZE=131072;TRACE_LEVEL_FILE=1;TRACE_MAX_FILE_SIZE=16;DATABASE_EVENT_LISTENER='com.thoughtworks.go.server.util.H2EventListener' [User: sa]
2019-06-01 15:03:45,682 INFO  [main] H2Database:114 - Creating data source with url=jdbc:h2:db/h2db/cruise;DB_CLOSE_DELAY=-1;DB_CLOSE_ON_EXIT=FALSE;MVCC=FALSE;CACHE_SIZE=131072;TRACE_LEVEL_FILE=1;TRACE_MAX_FILE_SIZE=16;DATABASE_EVENT_LISTENER='com.thoughtworks.go.server.util.H2EventListener'
2019-06-01 15:03:45,690 INFO  [main] DbDeployMigration:51 - Upgrading database at org.apache.commons.dbcp2.BasicDataSource@411cd156. This might take a while depending on the size of the database.
2019-06-01 15:03:45,698 INFO  [main] DbDeployMigration:60 - ************************************************************************
2019-06-01 15:03:45,699 INFO  [main] DbDeployMigration:60 - WARNING: Shutting down your server at this point will lead to a database corruption. Please wait until the database upgrade completes.
2019-06-01 15:03:45,701 INFO  [main] DbDeployMigration:60 - ************************************************************************
2019-06-01 15:03:45,833 INFO  [main] H2EventListener:31 - Initializing database: jdbc:h2:db/h2db/cruise
2019-06-01 15:03:48,497 INFO  [main] H2EventListener:83 - Creating index SYS:SYS_ID 0%
2019-06-01 15:03:48,500 INFO  [main] H2EventListener:83 - Creating index SYS:SYS_ID 0%
2019-06-01 15:03:48,645 INFO  [main] H2EventListener:35 - Database is opened
2019-06-01 15:03:48,691 INFO  [main] H2EventListener:31 - Initializing database: jdbc:h2:db/h2db/cruise
2019-06-01 15:03:48,733 INFO  [main] H2EventListener:31 - Initializing database: jdbc:h2:db/h2db/cruise
2019-06-01 15:03:48,744 INFO  [main] DbDeployMigration:71 - Database upgrade completed.
2019-06-01 15:03:48,746 INFO  [main] H2EventListener:78 - Closing database
2019-06-01 15:03:48,789 INFO  [main] H2Database:124 - [db] Using connection configuration jdbc:h2:db/h2db/cruise;DB_CLOSE_DELAY=-1;DB_CLOSE_ON_EXIT=FALSE;MVCC=TRUE;CACHE_SIZE=131072;TRACE_LEVEL_FILE=1;TRACE_MAX_FILE_SIZE=16;DATABASE_EVENT_LISTENER='com.thoughtworks.go.server.util.H2EventListener' [User: sa]
2019-06-01 15:03:48,790 INFO  [main] H2Database:114 - Creating data source with url=jdbc:h2:db/h2db/cruise;DB_CLOSE_DELAY=-1;DB_CLOSE_ON_EXIT=FALSE;MVCC=TRUE;CACHE_SIZE=131072;TRACE_LEVEL_FILE=1;TRACE_MAX_FILE_SIZE=16;DATABASE_EVENT_LISTENER='com.thoughtworks.go.server.util.H2EventListener'
2019-06-01 15:03:48,794 INFO  [main] DataMigrationRunner:36 - Running data migrations...
2019-06-01 15:03:48,797 INFO  [main] H2EventListener:31 - Initializing database: jdbc:h2:db/h2db/cruise
2019-06-01 15:03:48,912 INFO  [main] H2EventListener:83 - Creating index SYS:SYS_ID 0%
2019-06-01 15:03:48,913 INFO  [main] H2EventListener:83 - Creating index SYS:SYS_ID 0%
2019-06-01 15:03:48,945 INFO  [main] H2EventListener:35 - Database is opened
2019-06-01 15:03:48,949 INFO  [main] H2EventListener:31 - Initializing database: jdbc:h2:db/h2db/cruise
2019-06-01 15:03:49,169 INFO  [main] DataMigrationRunner:53 - Data migration took 5 ms
2019-06-01 15:03:49,176 INFO  [main] DataMigrationRunner:53 - Data migration took 1 ms
2019-06-01 15:03:49,177 INFO  [main] DataMigrationRunner:43 - Data migrations completed.
2019-06-01 15:03:50,535 WARN  [main] ConfigurationFactory:136 - No configuration found. Configuring ehcache from ehcache-failsafe.xml  found in the classpath: jar:file:/go-working-dir/work/jetty-0.0.0.0-8153-cruise.war-_go-any-/webapp/WEB-INF/lib/ehcache-2.10.6.jar!/ehcache-failsafe.xml
2019-06-01 15:03:50,654 WARN  [main] EhCacheProvider:93 - Could not find configuration [com.thoughtworks.go.domain.AccessToken]; using defaults.
2019-06-01 15:03:50,716 WARN  [main] EhCacheProvider:93 - Could not find configuration [com.thoughtworks.go.domain.NotificationFilter]; using defaults.
2019-06-01 15:03:50,850 WARN  [main] EhCacheProvider:93 - Could not find configuration [com.thoughtworks.go.domain.UsageStatisticsReporting]; using defaults.
2019-06-01 15:03:50,862 WARN  [main] EhCacheProvider:93 - Could not find configuration [com.thoughtworks.go.domain.User]; using defaults.
2019-06-01 15:03:50,881 WARN  [main] EhCacheProvider:93 - Could not find configuration [com.thoughtworks.go.server.domain.DataSharingSettings]; using defaults.
